"appid","name","release_date","developer","publisher","positive_ratings","negative_ratings","average_playtime","median_playtime","price","total_ratings"
883100,"360 No Scope Arena","2018-09-06","Tasty Delicious Games","Tasty Delicious Games",349,42,0,0,0.99,391
883710,"RESIDENT EVIL 2 / BIOHAZARD RE:2","2019-01-24","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",24950,1075,841,843,44.99,26025
884050,"Spring of Decadence / 堕落之春","2018-07-04","BVRgame","tengenstudio",466,125,0,0,1.69,591
884200,"PUGNite","2018-09-07","OfficialAndy","MGG Studio",72,54,0,0,0.79,126
884260,"Akane","2018-09-10","Ludic Studios","Ludic Studios",425,8,0,0,3.99,433
885140,"七人杀阵 - Seven Sacrifices","2018-09-14","章鱼罐头制作组","Cheese Games",315,72,380,380,5.19,387
885150,"Capcom Beat 'Em Up Bundle / カプコン ベルトアクション コレクション","2018-10-10","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",197,32,0,0,15.99,229
885810,"The Witch's House MV","2018-10-30","Fummy","DANGEN Entertainment",359,8,0,0,11.39,367
886040,"Hentai Temple","2018-08-03","RewindApp","RewindApp",344,131,35,35,0.79,475
886820,"Nelke & the Legendary Alchemists ~Ateliers of the New World~ / ネルケと伝説の錬金術士たち ～新たな大地のアトリエ～","2019-03-25","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",87,16,0,0,49.99,103
886900,"Chef: A Restaurant Tycoon Game","2018-12-06","Inner Void","Digital Tribe",140,52,0,0,15.49,192
886960,"Dragon Spear","2018-08-16","Game2Gather","Game2Gather",407,208,0,0,11.39,615
887060,"Asterix & Obelix XXL 2","2018-11-28","OSome Studio","Microids",82,24,0,0,24.99,106
887370,"Element: Space","2019-02-14","Sixth Vowel","Inca Games",112,45,0,0,19.49,157
887530,"President Yukino","2018-10-11","Acerola","Kagura Games",195,47,0,0,11.39,242
888040,"Metal Fatigue","2018-07-31","Zono","Nightdive Studios",106,6,0,0,4.79,112
888260,"Dabman: When the Haters Dab Back","2018-07-05","Bmc Studio","Bmc Studio",119,14,0,0,2.09,133
888790,"Sabbat of the Witch","2018-10-26","Yuzusoft","NekoNyan Ltd.",521,2,0,0,23.79,523
889480,"Virtual Virtual Reality","2018-09-07","Tender Claws","Tender Claws",245,10,123,123,11.39,255
889510,"SENRAN KAGURA Burst Re:Newal","2019-01-22","Tamsoft","XSEED Games;Marvelous USA, Inc.;Marvelous",306,52,84,84,34.99,358
889600,"The Caligula Effect: Overdose","2019-03-12","FURYU Corporation;Engine Software BV","NIS America, Inc.",87,13,0,0,49.99,100
889770,"UnHolY DisAsTeR","2018-07-13","UnholY CreatioN","UnholY CreatioN",92,13,0,0,10.29,105
890570,"Almost Alive","2018-07-17","Emir Cerimovic","Emir Games",129,17,0,0,9.29,146
891510,"Love's Sweet Garnish","2018-09-07","Canvas+Garden","Sekai Project",286,5,0,0,10.29,291
892420,"懒人修仙传","2018-11-14","托更的修罗","托更的修罗",404,164,43632,71857,2.89,568
892650,"Play With Kizami","2018-08-09","Kizami Fans Club","Banana Spilt",158,102,30,30,2.09,260
892760,"Seed of Evil","2018-11-01","Hasoyua","Kagura Games",136,40,0,0,10.29,176
893010,"Slave's Sword","2018-12-13","Circle Poison","Kagura Games",203,47,0,0,11.39,250
893020,"Slave's Sword 2","2019-02-21","Circle Poison","Kagura Games",102,25,0,0,11.39,127
893030,"Music Racer","2018-07-20","AbstractArt","AbstractArt",1133,95,21,21,1.69,1228
893180,"Catherine Classic","2019-01-10","ATLUS","SEGA",1073,187,355,355,14.99,1260
893680,"Project Warlock","2018-12-06","Buckshot Software","gaming company",311,43,190,190,10,354
895140,"JJBoom","2018-09-12","Meggic","Meggic",150,13,0,0,3.99,163
895220,"Leaflet Love Story","2018-08-20","G+工程团;橘子班","PeriScope Game",293,30,0,0,2.09,323
895920,"美丽新世界i Brave New World i","2018-09-30","Never Knows Best制作组","轻文",140,53,9,9,2.89,193
896160,"Evil Bank Manager","2018-12-07","Hamsters Gaming","Hamsters Gaming",493,139,0,0,9.29,632
896460,"Lucah: Born of a Dream","2018-08-21","melessthanthree","Syndicate Atomic LLC. ",159,1,0,0,15.49,160
896890,"VR Paradise","2018-12-14","Totem Entertainment","Totem Entertainment",138,50,0,0,19.99,188
897030,"Paratopic","2018-09-06","Arbitrary Metric","Arbitrary Metric",234,45,0,0,4.79,279
897820,"Reigns: Game of Thrones","2018-10-18","Nerial","Devolver Digital",454,124,128,171,2.99,578
898000,"Uventa","2018-08-24","BlackRat","BlackRat",59,47,0,0,3.99,106
898650,"The Shapeshifting Detective","2018-11-06","D'Avekki Studios Ltd;Wales Interactive","Wales Interactive",274,47,0,0,9.99,321
899440,"GOD EATER 3","2019-02-07","BANDAI NAMCO Studios Inc.","BANDAI NAMCO Entertainment",1882,562,1373,1373,39.99,2444
899970,"NEKOPARA Extra","2018-07-26","NEKO WORKs","Sekai Project",1527,29,206,412,3.99,1556
900010,"Meeple Station","2019-01-17","Vox Games","Modularity",174,47,0,0,14.99,221
904310,"Initial 2 : New Stage","2018-10-18","Restory Studio","Restory Studio",241,104,0,0,19.49,345
904320,"My Holiday","2018-08-21","StellarXiela","StellarXiela",138,4,0,0,3.99,142
904990,"21+","2018-08-17","КиКо","КиКо",60,52,0,0,0.79,112
905370,"Conqueror's Blade","2019-05-01","Booming Games","My.com",259,235,0,0,11.39,494
905450,"NASCAR Heat 3","2018-09-07","Monster Games","704 Games Company",93,47,0,0,30.99,140
905660,"纸境英雄 Papercraft","2019-04-11","Overture","Shenzhen Tanyu Interactive Entertainment Co., Ltd.",189,25,0,0,13.99,214
905690,"魔物讨伐团","2018-08-15","Nerdook Productions","Surefire.Games",195,88,0,0,10.29,283
905940,"女神驾到(Happy together)","2018-08-26","wind","wind",218,434,0,0,5.19,652
907210,"Phantom Thief Celianna","2018-11-15","Acerola","Kagura Games",100,36,0,0,10.29,136
907270,"eSports Legend / 电竞传奇","2018-10-15","90Games","Coconut Island Games",441,259,88,88,7.19,700
907320,"梦三英雄传/Three Kingdoms: Legends of Heroes","2018-11-06","HANGZHOU ELECTRONIC SOUL NETWORK TECHNOLOGY CO., LTD","HANGZHOU ELECTRONIC SOUL NETWORK TECHNOLOGY CO., LTD",201,72,0,0,4.79,273
907470,"Iris.Fall","2018-12-07","NEXT Studios","NEXT Studios",681,85,0,0,11.39,766
910630,"Arcade Spirits","2019-02-12","Fiction Factory Games","PQube Limited",137,1,0,0,15.49,138
910880,"Mad Tower Tycoon","2018-10-18","Eggcode","Eggcode",111,21,124,124,10.99,132
911220,"Dusk Diver 酉閃町","2019-03-26","JFI GAMES;JERA","JFI GAMES",121,10,0,0,19.49,131
911400,"Assassin's Creed® III Remastered","2019-03-29","Ubisoft Entertainment","Ubisoft Entertainment				",475,983,80,80,33.99,1458
912370,"Mahjong Club","2018-08-29","PrinceXI","PrinceXI",192,45,0,0,3.99,237
913890,"Plastic soldiers","2018-11-16","Creative Black Chair","Creative Black Chair",104,44,0,0,0.79,148
914140,"Hentai Dojo","2018-08-24","RewindApp","RewindApp",100,46,0,0,0.79,146
914260,"HALF DEAD 2","2019-03-01","Room710Games","Room710Games",343,57,0,0,3.99,400
914620,"Mist Survival","2018-08-14","Rati Wattanakornprasit","Rati Wattanakornprasit",2673,557,3925,7837,8.29,3230
914690,"Hentai Shooter 3D","2018-09-01","КиКо","КиКо",269,62,0,0,0.79,331
915460,"ULTIMATE HARDBASS DEFENCE","2019-04-12","Magnolia Art","Magnolia Art",680,65,0,0,1.69,745
916050,"Clocker 铸时匠","2019-02-14","Wild Kid Games","indienova",100,5,0,0,9.29,105
916930,"Red Crucible 2: Reborn","2019-01-22","Rocketeer Games Studio LLC","Rocketeer Games Studio LLC",298,175,0,0,15.49,473
919370,"Overdungeon","2018-11-20","POCKET PAIR, Inc.","POCKET PAIR, Inc.",610,94,5,5,11.39,704
920680,"Fate Hunters","2018-09-16","Tower Games","Tower Games",143,37,0,0,11.39,180
920690,"CardLife: Creative Survival","2019-02-28","Freejam","Freejam",555,318,0,0,11.39,873
921390,"武林志（Wushu Chronicles）","2019-04-09","JiangHu Studio","Snail Games",616,430,0,0,10.99,1046
921630,"音灵 INVAXION","2018-12-19","Nanjing AQUATRAX","bilibili",2155,1780,760,760,11.29,3935
921780,"The Dark Occult","2018-09-25","RYM GAMES","RYM GAMES",260,146,0,0,11.5,406
922400,"DX-Ball 2: 20th Anniversary Edition","2018-11-21","Longbow Games","Longbow Games",121,1,0,0,5.19,122
923470,"MOMO.EXE","2018-08-29","Dymchick1","Dymchick1",270,43,0,0,1.69,313
923810,"If My Heart Had Wings -Flight Diary-","2019-02-27","MoeNovel","MoeNovel",104,12,86,86,11.39,116
923840,"侠隐行录：困境疑云Wuxia archive: Crisis escape","2018-09-25","Ryu Productions Co., Ltd","Gamera Game",94,23,0,0,6.19,117
924650,"秘封ナイトメアダイアリー ～ Violet Detector.","2018-09-04","上海アリス幻樂団","Mediascape Co., Ltd.",169,61,0,0,8.29,230
925440,"神社的百合香 ~ Floral Aroma in the Shrine","2018-09-30","凝冰剑斩","凝冰剑斩",231,8,0,0,0.79,239
925470,"Endless Jade Sea -Midori no Umi-","2019-01-23","Cabbit","SakuraGame",92,16,0,0,1.69,108
926140,"CHANGE: A Homeless Survival Experience","2018-09-20","Delve Interactive","Delve Interactive",286,29,51,51,7.19,315
927250,"Bladed Fury","2018-12-17","NEXT Studios","NEXT Studios",1225,228,0,0,7.19,1453
927270,"Accounting+","2018-10-18","Crows Crows Crows;Squanch Games","Crows Crows Crows",187,55,229,229,11.99,242
927890,"Hentai Girl Linda","2018-12-07","GirlGame","GirlGame",1476,90,31,31,0.79,1566
929200,"吞食孔明传 Tunshi Kongming Legends","2019-04-01","Sunny Show","FHYX（凤凰游戏）",226,77,0,0,7.7,303
930780,"Blood Card","2018-09-24","Pixel Cattle Games","Pixel Cattle Games",197,38,73,73,4.79,235
931260,"Multibombers","2018-09-22","Pig's Indie Games","Pig's Indie Games",83,42,0,0,3.99,125
931500,"Touhou Genso Wanderer -Reloaded- / 不可思议的幻想乡TOD -RELOADED- / 不思議の幻想郷TOD -RELOADED-","2018-10-25","AQUASTYLE","AQUASTYLE",703,31,475,475,29.99,734
932850,"Simmiland","2018-11-30","Sokpop Collective","Sokpop Collective",321,39,75,75,3.99,360
932980,"Axis Football 2018","2018-09-14","Axis Games","Axis Games",78,34,0,0,15.49,112
933300,"御俠客 Wuxia Master","2018-09-29","甲山林娛樂股份有限公司","甲山林娛樂股份有限公司",216,179,0,0,8.02,395
933450,"Wenjia","2018-10-17","Dilemmastudio-困境游戏","WhiteLakeStudio",311,35,14,14,6.19,346
933940,"假如我是人工智能 Big Brother Is Shaping You","2019-04-12","内购人生PABL","内购人生PABL",331,48,0,0,2.89,379
935270,"Great Hero's Beard","2018-10-17","OneShark","SakuraGame",538,86,434,688,1.69,624
935580,"True Fear: Forsaken Souls Part 2","2018-11-02","Goblinz","The Digital Lounge",133,18,0,0,7.19,151
935880,"Glass Masquerade 2: Illusions","2019-02-27","Onyx Lute","Onyx Lute",394,25,353,353,3.99,419
936160,"Atelier Rorona ~The Alchemist of Arland~ DX - ロロナのアトリエ ～アーランドの錬金術士～ DX","2018-12-03","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",92,8,0,0,34.99,100
936720,"Wrench","2018-12-19","Missing Digit","Missing Digit",125,26,0,0,15.49,151
937210,"МЫЛО УРОНИЛ","2018-09-19","PlatSTUDIO"," AFBIK Studio",88,21,0,0,0.79,109
937580,"東方紺珠伝 ～ Legacy of Lunatic Kingdom.","2019-04-01","上海アリス幻樂団","Mediascape Co., Ltd.",151,1,0,0,11.39,152
938220,"TAPSONIC BOLD","2019-03-26","NEOWIZ","NEOWIZ",324,100,0,0,15.49,424
939180,"Hentai Legends","2019-01-21","Unreal Gaming","Unreal Gaming",64,38,0,0,1.69,102
939400,"LoveChoice 拣爱","2018-09-30","Akaba Studio","Akaba Studio",1257,71,75,75,1.69,1328
939520,"HELLGATE: London","2018-11-15","T3Entertainment","HanbitSoft Inc.",672,507,0,0,10.29,1179
939620,"Pleasure Puzzle:Portrait","2018-09-24","一次元创作组","一次元创作组",102,3,0,0,0.79,105
939960,"Far Cry® New Dawn","2019-02-15","Ubisoft Montreal;Ubisoft Kiev;Ubisoft Shanghai","Ubisoft",2755,1161,1597,1827,37.99,3916
939990,"Boxing School","2019-01-10","Raptor Claw Games","Raptor Claw Games",77,23,0,0,7.19,100
940680,"The Textorcist: The Story of Ray Bibbia","2019-02-14","MorbidWare","Headup",90,13,0,0,11.99,103
941650,"The Island: Into The Mist 그 섬","2019-01-31","SUPER WAVE Studio","BADA Games",107,38,0,0,7.19,145
941850,"Vanguard: Normandy 1944","2019-04-05","Pathfinder Games","Pathfinder Games",82,28,0,0,11.39,110
942930,"枕边少女 MOE Hypnotist - share dreams with you","2019-01-27","橘子班","PeriScope Game",257,32,0,0,5.19,289
942970,"Unheard","2019-03-28","NEXT Studios","NEXT Studios;bilibili",5222,288,98,130,5.19,5510
943380,"Timberman VS","2018-10-12","Digital Melody","Forever Entertainment S. A.",89,31,0,0,1.69,120
944220,"Gachi Heroes","2018-10-26","Lohsoft","Lohsoft",371,11,0,0,0.79,382
945460,"Zombie Builder Defense","2018-11-02","NOHAM Games","NOHAM Games",96,15,0,0,1.69,111
946090,"Hentai Neighbors","2018-10-17","Mature Games","Mature Games",228,29,0,0,0.79,257
946650,"Streets of Red : Devil's Dare Deluxe","2019-02-22","Secret Base;Ratloop Asia","Maple Whispering Limited",90,19,0,0,7.19,109
947300,"Grim Nights","2018-10-12","Edym Pixels","Edym Pixels",432,41,0,0,2.09,473
948630,"Hentai MineSweeper","2018-10-11","LeonWaan Games","LeonWaan Games",351,59,0,0,1,410
948830,"寄甡  Symbiotic Love","2019-03-21","白露社","PeriScope Game",187,11,0,0,5.19,198
949290,"Winkeltje: The Little Shop","2019-02-19","Sassybot","Sassybot",175,11,0,0,7.19,186
949970,"Reborn In Wild City 迷城重生","2018-11-06","狼皮羊工作室","狼皮羊工作室",167,76,0,0,3.99,243
951000,"Trap Shrine / 女装神社","2019-03-29","No Strike","Eroge Japan",442,21,0,0,7.19,463
951440,"Volcanoids","2019-01-29","Volcanoid","Volcanoid ",296,72,0,0,15.49,368
952040,"MUSYNX","2018-12-04","I-Inferno","Zodiac Interactive",867,174,85,164,2.89,1041
952420,"Shan Gui 2: Chapter 1 · 山桂贰：第一章","2018-12-15","Magenta Factory","Magenta Factory",134,7,0,0,2.09,141
952860,"河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon)","2018-11-14","Heluo Studio","香港商河洛互動娛樂股份有限公司;方块游戏",851,593,0,0,13.5,1444
953580,"Tourist Bus Simulator","2018-12-06","TML-Studios;PEDEPE","Aerosoft GmbH",283,218,0,0,27,501
954870,"Astrox Imperium","2019-03-22","Jace Masula","Jace Masula",87,16,0,0,11.39,103
955060,"The Watson-Scott Test","2018-10-19","Normal Wholesome Games","Normal Wholesome Games",148,96,0,0,3.99,244
955900,"了不起的修仙模拟器","2019-01-10","GSQ Games","Gamera Game",2224,1332,4164,4164,14.49,3556
956450,"Rogue Fable III","2018-12-28","Pixel Forge Games","Pixel Forge Games",113,4,0,0,5.19,117
957050,"Ultra Off-Road 2019: Alaska","2019-02-22","IceTorch Interactive","IceTorch Interactive",25,79,0,0,17.99,104
957790,"WAR DUST | 32 vs 32 Battles","2018-10-19","raptor lab","raptor lab",595,139,0,0,19.49,734
958480,"Seed of the Dead","2018-12-14","TeamKRAMA","Eroge Japan",281,55,0,0,11.39,336
959520,"Fantasy Blacksmith","2019-03-08","Heaven Brotherhood","GrabTheGames",68,47,0,0,5.99,115
959890,"Sister Travel","2019-01-24","Inusuku","Kagura Games",209,9,0,0,11.39,218
960090,"Bloons TD 6","2018-12-17","Ninja Kiwi","Ninja Kiwi",516,251,2819,2819,6.99,767
962400,"Granny","2018-11-20","DVloper","DVloper",214,27,0,0,3.99,241
962730,"Skater XL","2018-12-19","Easy Day Studios Pty Ltd","Easy Day Studios Pty Ltd",1328,267,0,0,15.49,1595
962940,"寻迹 -A story of a song-","2019-01-09","Blue Fiddich制作组","轻文",127,39,0,0,1.69,166
962970,"My 1/6 Lover","2018-12-12","lamb of game","SakuraGame",193,29,0,0,1.69,222
963000,"The Haunted Island, a Frog Detective Game","2018-11-22","Grace Bruxner;Thomas Bowker","Grace Bruxner",301,14,0,0,3.99,315
963450,"The Eternal Castle [REMASTERED]","2019-01-05","Leonard Menchiari;Daniele Vicinanzo;Giulio Perrone","Playsaurus",160,25,0,0,5.99,185
963690,"Hentai Girl Betty","2018-11-06","GirlGame","GirlGame",1705,134,13,18,0.79,1839
963710,"Lost in Vivo","2018-11-05","KIRA","KIRA",443,21,59,59,9.29,464
963930,"Contractors","2018-12-14","Caveman Studio","Caveman Studio",539,86,0,0,15.49,625
964300,"异种战争少女 Alien War Girl","2018-11-14","BVRgame","tengenstudio",141,65,0,0,2.89,206
964970,"蔚蓝月下 Sapphire Moon","2018-12-05","星愿游戏制作组","tengenstudio",84,30,0,0,2.89,114
965670,"Niplheim's Hunter - Branded Azel","2019-01-06","Black Train","HappyHand",171,7,0,0,15.49,178
965860,"SnowNight","2018-12-14","Hollowings","Hollowings",194,13,0,0,1.69,207
966330,"Flower","2019-02-14","thatgamecompany","Annapurna Interactive",355,28,0,0,5.19,383
966530,"You have a drunk friend","2018-11-09","PhyzixMind","PhyzixMind",85,31,28,28,2.09,116
967050,"Pacify","2019-02-22","Shawn Hitchcock","SKH Apps",1322,186,117,150,3.99,1508
967250,"DOKA 2 KISHKI EDITION","2018-11-05","Agafonoff","Agafonoff",2032,293,160,160,0.79,2325
968350,"Hotel Sowls","2018-12-03","Studio Sott","Studio Sott",113,2,0,0,2.89,115
968790,"DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition / 真・三國無双６ with 猛将伝 DX","2018-12-05","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",168,34,592,592,15.99,202
969700,"NekoMiko","2019-01-24","qureate;iMel Inc.","qureate",127,3,0,0,7.19,130
970510,"蓝宝石般的被害妄想少女/Damsel with persecutory delusion","2018-11-27","橙光游戏","橙光游戏",103,14,0,0,3.99,117
970570,"CHAOS;CHILD","2019-01-22","MAGES. Inc.","Spike Chunsoft Co., Ltd.",232,5,0,0,27.79,237
971680,"Montaro RE","2018-11-23","JCKSLAP;Sherlerk;我師父的徒兒;Eazie","MBDL",323,14,0,0,0.79,337
973760,"Thronebreaker: The Witcher Tales","2018-11-09","CD PROJEKT RED","CD PROJEKT RED",2686,387,3967,3967,23.39,3073
975120,"~necromancy~Emily's Escape","2018-12-21","PinkPeachStudio","PinkPeach",151,62,0,0,11.39,213
975240,"Hentai Shooter 3D: Christmas Party","2018-11-20","КиКо","КиКо",109,27,0,0,0.79,136
975270,"Legion War","2019-01-09","Bear & Cat Studio","Bear & Cat Studio",241,19,2,2,7.19,260
975680,"METAL SLUG XX","2019-01-31","SNK CORPORATION","SNK CORPORATION",70,69,0,0,15.49,139
976010,"I hate this game","2019-03-07","Pixel Error","Pixel Error",194,23,0,0,2.09,217
976390,"9-nine-:Episode 1","2019-01-31","PALETTE","Sekai Project",139,12,0,0,15.49,151
977500,"克苏鲁异闻录","2018-12-12","LLC Blini Games","Surefire.Games",100,23,0,0,10.29,123
977950,"A Dance of Fire and Ice","2019-01-24","7th Beat Games","7th Beat Games;indienova",1451,119,180,230,2.09,1570
979600,"Kaori After Story","2018-12-03","PixelFade Inc","PixelFade Inc",255,2,0,0,7.19,257
980300,"One Finger Death Punch 2","2019-04-15","Silver Dollar Games","Silver Dollar Games",736,25,0,0,5.79,761
981260,"Love In Drawing","2019-01-08","RewindApp","RewindApp",88,16,0,0,0.79,104
982150,"Hentai Secrets","2019-01-31","kraken666","kraken666",184,15,0,0,0.79,199
982270,"Dealer's Life","2019-01-31","Abyte Entertainment","Abyte Entertainment",122,12,0,0,5.99,134
982580,"女巫与六便士 the sibyl and sixpence","2018-12-31","吃了就睡工作室;夜神不说话","吃了就睡工作室",200,30,0,0,0.79,230
983150,"樱之杜†净梦者2 / Sakura no Mori † Dreamers 2","2019-03-15","MOONSTONE","HIKARI FIELD",116,5,0,0,19.49,121
984560,"HEARTBEAT","2018-12-12","CHUMBOSOFT LLC","CHUMBOSOFT LLC",181,4,1100,1100,11.39,185
984750,"Mola mola","2019-01-11","Mola game","Mola game",223,38,0,0,0.79,261
986020,"Kunoichi Botan","2019-01-03","Enokippu","Kagura Games",141,32,0,0,11.39,173
987020,"D.R.O.N.E. The Game","2018-12-17","Five Studios Interactive","Five Studios Interactive",161,17,0,0,23.79,178
987230,"Shadow Legend VR","2019-03-07","VitruviusVR","VitruviusVR",76,28,0,0,19.49,104
988100,"Super Phantom Cat","2019-04-24","Veewo Games","WhiteLakeStudio",100,7,0,0,3.99,107
989450,"时之回廊/Corridor of time","2019-02-19","铸城工作室","英雄互娱",294,110,0,0,8.29,404
991780,"探灵笔记-1v5(Notes of Soul)","2019-01-17","搞快点工作室","灵异调查管理局",4356,601,6332,6332,23.79,4957
992300,"嗜血印 Bloody Spell","2019-01-15","艺龙游戏","艺龙游戏",1042,257,36,36,15.49,1299
992330,"Incubo","2019-01-31","Hehe Gamez","Maple Whispering Limited",78,22,0,0,5.19,100
992740,"祈風 Inorikaze","2019-02-13","Twilight -日月之境-;觀象草圖 Astrolabe Draft","觀象草圖 Astrolabe Draft",114,0,75,75,8.29,114
993990,"Hunger Apartment （蚀狱）","2019-03-20","Shinou Game Studio","WhiteLakeStudio",75,28,0,0,2.09,103
994020,"Tempest of the Heavens and Earth","2018-12-25","LION HEART","DLsite",97,12,0,0,10.99,109
994220,"NEOVERSE","2019-01-09","Tinogames Inc.","Tinogames Inc.",258,60,162,162,13.99,318
